Gene,CCA_1,CCA_2,Other_1,Other_2,Total_Reads,Comparison,Biorep,Genome,Isodecoder,ID
plastid-Ath-GlyTCC-171854,73.44241295,2.884927066,42.43094663,60.80847604,108548,Periodate vs Deacylated,Bio Rep1,Plastid,GlyTCC,171854
plastid-Ath-HisGTG-171855,65.80160377,24.04589419,45.49283549,55.93998149,920817,Periodate vs Deacylated,Bio Rep1,Plastid,HisGTG,171855
plastid-Ath-IleCAT-171856,50.45672973,42.31820422,87.6360892,89.30823786,604325,Periodate vs Deacylated,Bio Rep1,Plastid,IleCAT,171856
plastid-Ath-IleGAT-171857,47.71200754,36.98249001,67.03056203,76.43131607,1272798,Periodate vs Deacylated,Bio Rep1,Plastid,IleGAT,171857
plastid-Ath-LeuCAA-171859,59.99623139,4.875017825,56.93680901,75.98647842,253709,Periodate vs Deacylated,Bio Rep1,Plastid,LeuCAA,171859
plastid-Ath-LeuTAA-171860,58.2078853,5.666538174,76.21381986,86.77266292,356867,Periodate vs Deacylated,Bio Rep1,Plastid,LeuTAA,171860
plastid-Ath-LeuTAG-171858,70.91339381,4.69287128,40.89652646,61.98753993,211578,Periodate vs Deacylated,Bio Rep1,Plastid,LeuTAG,171858
plastid-Ath-LysTTT-171861,53.47570465,9.421593317,66.61952726,81.30324953,168453,Periodate vs Deacylated,Bio Rep1,Plastid,LysTTT,171861
plastid-Ath-PheGAA-171864,65.31222814,25.11568053,58.72394465,81.0727334,307145,Periodate vs Deacylated,Bio Rep1,Plastid,PheGAA,171864
plastid-Ath-ProTGG-171865,57.29981688,0.622255709,35.39470854,51.3551771,167543,Periodate vs Deacylated,Bio Rep1,Plastid,ProTGG,171865
plastid-Ath-SerGCT-171868,75.69230769,26.6352834,47.74608468,67.84565524,180634,Periodate vs Deacylated,Bio Rep1,Plastid,SerGCT,171868
plastid-Ath-SerGGA-171866,70.97605498,26.77856352,56.24412704,75.82118762,215454,Periodate vs Deacylated,Bio Rep1,Plastid,SerGGA,171866
plastid-Ath-SerTGA-171867,71.98821286,28.88465576,39.19688027,52.52394751,235700,Periodate vs Deacylated,Bio Rep1,Plastid,SerTGA,171867
plastid-Ath-ThrGGT-171869,67.99066394,35.30265075,34.31254449,26.11604508,248323,Periodate vs Deacylated,Bio Rep1,Plastid,ThrGGT,171869
plastid-Ath-ThrTGT-171870,70.77141608,37.77150917,29.57291266,34.97003791,124114,Periodate vs Deacylated,Bio Rep1,Plastid,ThrTGT,171870
plastid-Ath-TrpCCA-171871,58.96209321,15.93668969,52.59170174,65.89468338,286621,Periodate vs Deacylated,Bio Rep1,Plastid,TrpCCA,171871
plastid-Ath-TyrGTA-171872,63.00464436,21.93322806,54.20826641,76.57635998,1004811,Periodate vs Deacylated,Bio Rep1,Plastid,TyrGTA,171872
plastid-Ath-ValGAC-171873,64.08288565,42.17005188,39.41648262,49.17549269,30980,Periodate vs Deacylated,Bio Rep1,Plastid,ValGAC,171873
plastid-Ath-ValTAC-171874,58.98946493,33.13741386,36.03475794,48.45305434,89559,Periodate vs Deacylated,Bio Rep1,Plastid,ValTAC,171874
plastid-Ath-eMetCAT-171862,56.5359122,9.054151192,38.24733275,56.80500931,92199,Periodate vs Deacylated,Bio Rep1,Plastid,eMetCAT,171862
plastid-Ath-iMetCAT-171863,71.44186047,6.285198172,67.03465195,93.62957297,305242,Periodate vs Deacylated,Bio Rep1,Plastid,iMetCAT,171863
mitochondrial-Ath-AsnGTT-183766,88.77404536,78.07759738,35.18794194,45.42391214,29412,Control vs Periodate,Bio Rep1,Mitochondrial,AsnGTT,183766
mitochondrial-Ath-AspGTC-171828,79.98888271,69.97892201,19.9376947,48.5793915,15164,Control vs Periodate,Bio Rep1,Mitochondrial,AspGTC,171828
mitochondrial-Ath-CysGCA-171829,84.29531226,58.86247153,13.13555575,44.54444971,70568,Control vs Periodate,Bio Rep1,Mitochondrial,CysGCA,171829
mitochondrial-Ath-GlnTTG-171830,83.58974359,62.84289277,20.57026477,53.53418308,1354,Control vs Periodate,Bio Rep1,Mitochondrial,GlnTTG,171830
mitochondrial-Ath-GluTTC-171831,82.10851648,49.78313253,20.80500408,67.45608532,10053,Control vs Periodate,Bio Rep1,Mitochondrial,GluTTC,171831
mitochondrial-Ath-GlyGCC-171832,87.34529703,68.55141356,18.02155992,51.3510224,16101,Control vs Periodate,Bio Rep1,Mitochondrial,GlyGCC,171832
mitochondrial-Ath-HisGTG-171833,88.57520953,62.14285714,15.31565185,53.09278351,13114,Control vs Periodate,Bio Rep1,Mitochondrial,HisGTG,171833
mitochondrial-Ath-IleCAT-171837,85.1970181,50.29585799,31.95652174,72.93835068,2629,Control vs Periodate,Bio Rep1,Mitochondrial,IleCAT,171837
mitochondrial-Ath-LysTTT-171834,75.33783784,51.78236398,51.04201125,76.21597501,5264,Control vs Periodate,Bio Rep1,Mitochondrial,LysTTT,171834
mitochondrial-Ath-ProTGG-171838,84.51957295,76.17135207,21.15047352,49.2182189,4322,Control vs Periodate,Bio Rep1,Mitochondrial,ProTGG,171838
mitochondrial-Ath-SerGCT-171840,73.91084093,75.37562604,38.19661866,54.94546822,5853,Control vs Periodate,Bio Rep1,Mitochondrial,SerGCT,171840
mitochondrial-Ath-SerGGA-171839,72.95081967,77.46478873,31.84357542,43.65079365,610,Control vs Periodate,Bio Rep1,Mitochondrial,SerGGA,171839
mitochondrial-Ath-SerTGA-171841,78.69017632,72.26890756,18.07676434,38.05668016,4152,Control vs Periodate,Bio Rep1,Mitochondrial,SerTGA,171841
mitochondrial-Ath-TrpCCA-171842,83.75673301,60.21816656,21.53883044,52.93525265,84006,Control vs Periodate,Bio Rep1,Mitochondrial,TrpCCA,171842
mitochondrial-Ath-TyrGTA-171844,79.06137184,56.98421975,37.93412503,69.73823842,14580,Control vs Periodate,Bio Rep1,Mitochondrial,TyrGTA,171844
mitochondrial-Ath-eMetCAT-171836,86.35394456,59.47368421,16.99115044,38.21138211,1180,Control vs Periodate,Bio Rep1,Mitochondrial,eMetCAT,171836
mitochondrial-Ath-iMetCAT-171835,87.56345178,75.93220339,23.49514563,35.30701754,971,Control vs Periodate,Bio Rep1,Mitochondrial,iMetCAT,171835
nuclear-Ath-AlaAGC-171748,66.87183683,46.8877362,54.03981444,78.56198619,404968,Control vs Periodate,Bio Rep1,Nuclear,AlaAGC,171748
nuclear-Ath-AlaAGC-171749,65.78074257,45.0191022,57.10115734,80.94518784,1102818,Control vs Periodate,Bio Rep1,Nuclear,AlaAGC,171749
nuclear-Ath-AlaAGC-183743,64.96850547,44.13920568,49.76153699,76.23319057,466413,Control vs Periodate,Bio Rep1,Nuclear,AlaAGC,183743
nuclear-Ath-AlaCGC-171750,70.5621162,46.577592,53.35514647,81.70308659,163991,Control vs Periodate,Bio Rep1,Nuclear,AlaCGC,171750
nuclear-Ath-AlaCGC-171752,72.47011952,48.36981956,47.17204959,79.51053719,198386,Control vs Periodate,Bio Rep1,Nuclear,AlaCGC,171752
nuclear-Ath-AlaCGC-183744,69.27088507,49.96595165,47.51303441,75.49845666,124668,Control vs Periodate,Bio Rep1,Nuclear,AlaCGC,183744
nuclear-Ath-AlaTGC-171747,66.49091438,46.19906926,53.82726447,80.90524943,1085694,Control vs Periodate,Bio Rep1,Nuclear,AlaTGC,171747
nuclear-Ath-AlaTGC-171751,64.15254237,43.52246393,55.3774013,80.95258437,176006,Control vs Periodate,Bio Rep1,Nuclear,AlaTGC,171751
nuclear-Ath-ArgACG-171679,74.42765924,56.07260726,23.87670421,55.55229573,15252,Control vs Periodate,Bio Rep1,Nuclear,ArgACG,171679
nuclear-Ath-ArgACG-171680,79.40026593,57.8784758,15.88515149,56.20317238,99812,Control vs Periodate,Bio Rep1,Nuclear,ArgACG,171680
nuclear-Ath-ArgACG-171681,63.80346095,53.84767753,16.37863168,47.66224342,45967,Control vs Periodate,Bio Rep1,Nuclear,ArgACG,171681
nuclear-Ath-ArgACG-171682,66.97292432,55.23426694,14.74518831,50.73883235,109522,Control vs Periodate,Bio Rep1,Nuclear,ArgACG,171682
nuclear-Ath-ArgACG-171683,75.76923077,51.99632859,18.7774972,63.42486907,68201,Control vs Periodate,Bio Rep1,Nuclear,ArgACG,171683
nuclear-Ath-ArgACG-171772,76.32146426,53.57042845,25.85500916,62.72637127,44804,Control vs Periodate,Bio Rep1,Nuclear,ArgACG,171772
nuclear-Ath-ArgCCG-171678,79.47953287,64.66127906,19.55700605,43.95196522,296880,Control vs Periodate,Bio Rep1,Nuclear,ArgCCG,171678
nuclear-Ath-ArgCCG-171686,72.45911215,55.87899543,37.25490196,66.69201521,10717,Control vs Periodate,Bio Rep1,Nuclear,ArgCCG,171686
nuclear-Ath-ArgCCG-183763,68.09782609,55.76923077,29.03972233,60.01618778,5064,Control vs Periodate,Bio Rep1,Nuclear,ArgCCG,183763
nuclear-Ath-ArgCCT-171715,75.65841979,53.24957719,25.39002025,55.67573356,17735,Control vs Periodate,Bio Rep1,Nuclear,ArgCCT,171715
nuclear-Ath-ArgCCT-171716,76.70473614,55.7859803,21.0994672,57.25802311,280424,Control vs Periodate,Bio Rep1,Nuclear,ArgCCT,171716
nuclear-Ath-ArgCCT-171719,74.30106163,51.49909618,30.25252227,65.61059784,80549,Control vs Periodate,Bio Rep1,Nuclear,ArgCCT,171719
nuclear-Ath-ArgTCG-171676,73.50609876,49.59695404,23.162801,61.69504379,438654,Control vs Periodate,Bio Rep1,Nuclear,ArgTCG,171676
nuclear-Ath-ArgTCG-171677,73.34247671,53.92632525,20.5284479,55.80234821,185643,Control vs Periodate,Bio Rep1,Nuclear,ArgTCG,171677
nuclear-Ath-ArgTCT-171693,83.25543438,62.86596831,35.80205753,72.01067549,47599,Control vs Periodate,Bio Rep1,Nuclear,ArgTCT,171693
nuclear-Ath-ArgTCT-171694,85.93629565,65.40149287,37.54894946,75.00621876,165307,Control vs Periodate,Bio Rep1,Nuclear,ArgTCT,171694
nuclear-Ath-ArgTCT-171695,85.8512931,68.78954465,30.25702691,67.08770013,55905,Control vs Periodate,Bio Rep1,Nuclear,ArgTCT,171695
nuclear-Ath-ArgTCT-171696,85.75828955,67.96581197,34.59350557,67.67241379,17486,Control vs Periodate,Bio Rep1,Nuclear,ArgTCT,171696
nuclear-Ath-ArgTCT-171714,86.07814375,68.6426279,20.18944232,53.04910477,20678,Control vs Periodate,Bio Rep1,Nuclear,ArgTCT,171714
nuclear-Ath-ArgTCT-171717,84.02268967,63.44767945,24.93568704,59.28881587,28315,Control vs Periodate,Bio Rep1,Nuclear,ArgTCT,171717
nuclear-Ath-AsnGTT-171725,74.94901428,58.30159939,32.19635861,67.44762613,12406,Control vs Periodate,Bio Rep1,Nuclear,AsnGTT,171725
nuclear-Ath-AsnGTT-171727,79.22295599,59.19437226,30.55047901,67.94496151,155531,Control vs Periodate,Bio Rep1,Nuclear,AsnGTT,171727
nuclear-Ath-AsnGTT-171729,80.49358383,58.31451927,27.02177472,68.67684354,147367,Control vs Periodate,Bio Rep1,Nuclear,AsnGTT,171729
nuclear-Ath-AsnGTT-183736,79.49239957,62.09617756,26.67927157,63.0523918,21024,Control vs Periodate,Bio Rep1,Nuclear,AsnGTT,183736
nuclear-Ath-AsnGTT-183738,78.83706361,58.6397567,30.88096363,66.54333549,47026,Control vs Periodate,Bio Rep1,Nuclear,AsnGTT,183738
nuclear-Ath-AsnGTT-183739,78.77897486,57.19929763,29.4781274,69.54749014,27991,Control vs Periodate,Bio Rep1,Nuclear,AsnGTT,183739
nuclear-Ath-AspGTC-171804,76.81145594,61.35696089,20.4197723,51.34381207,790753,Control vs Periodate,Bio Rep1,Nuclear,AspGTC,171804
nuclear-Ath-CysGCA-171684,88.38348495,66.85472496,13.84646302,39.28754924,10815,Control vs Periodate,Bio Rep1,Nuclear,CysGCA,171684
nuclear-Ath-CysGCA-171742,85.41033435,63.03219107,32.30452675,49.28909953,3357,Control vs Periodate,Bio Rep1,Nuclear,CysGCA,171742
nuclear-Ath-CysGCA-171756,85.72050501,66.13798573,30.58325778,67.83163265,7229,Control vs Periodate,Bio Rep1,Nuclear,CysGCA,171756
nuclear-Ath-CysGCA-171757,88.84493671,71.36752137,25.42772861,51.27537741,3616,Control vs Periodate,Bio Rep1,Nuclear,CysGCA,171757
nuclear-Ath-CysGCA-171758,86.65050806,63.5903004,21.32746608,51.71268787,25079,Control vs Periodate,Bio Rep1,Nuclear,CysGCA,171758
nuclear-Ath-CysGCA-171759,87.28070175,67.80780781,18.05929919,45.78313253,6410,Control vs Periodate,Bio Rep1,Nuclear,CysGCA,171759
nuclear-Ath-CysGCA-171762,87.22397476,65.99664992,21.14427861,52.80632411,2069,Control vs Periodate,Bio Rep1,Nuclear,CysGCA,171762
nuclear-Ath-CysGCA-183742,88.06314979,63.37799432,15.07521256,41.92407451,7299,Control vs Periodate,Bio Rep1,Nuclear,CysGCA,183742
nuclear-Ath-CysGCA-183745,92.11045365,67.57246377,10.26548673,42.5,1525,Control vs Periodate,Bio Rep1,Nuclear,CysGCA,183745
nuclear-Ath-GlnCTG-171763,87.29268488,61.50335188,14.29650484,48.00889878,28048,Control vs Periodate,Bio Rep1,Nuclear,GlnCTG,171763
nuclear-Ath-GlnCTG-171765,84.99330058,52.17755444,16.95103858,56.34369287,8166,Control vs Periodate,Bio Rep1,Nuclear,GlnCTG,171765
nuclear-Ath-GlnCTG-171773,85.9669967,57.57071547,16.67583324,50.73770492,17631,Control vs Periodate,Bio Rep1,Nuclear,GlnCTG,171773
nuclear-Ath-GlnCTG-171774,86.47125141,55.92641261,15.58410659,50.17677098,16043,Control vs Periodate,Bio Rep1,Nuclear,GlnCTG,171774
nuclear-Ath-GlnCTG-171775,88.09798543,58.50808489,18.9510318,52.31181662,98425,Control vs Periodate,Bio Rep1,Nuclear,GlnCTG,171775
nuclear-Ath-GlnTTG-171777,81.55630225,50.5794433,20.50037463,65.67019892,84487,Control vs Periodate,Bio Rep1,Nuclear,GlnTTG,171777
nuclear-Ath-GlnTTG-183749,86.53846154,51.58276644,16.46100116,55.96693027,33628,Control vs Periodate,Bio Rep1,Nuclear,GlnTTG,183749
nuclear-Ath-GluCTC-171821,86.6598778,72.86866359,21.37710168,48.22546973,16304,Control vs Periodate,Bio Rep1,Nuclear,GluCTC,171821
nuclear-Ath-GluCTC-171824,85.63885956,71.54843631,19.55097087,48.1522169,30997,Control vs Periodate,Bio Rep1,Nuclear,GluCTC,171824
nuclear-Ath-GluCTC-171825,88.69801085,74.87537388,22.00282087,45.2510917,5082,Control vs Periodate,Bio Rep1,Nuclear,GluCTC,171825
nuclear-Ath-GluTTC-171820,86.29887551,67.43522844,19.56951888,57.42388819,205787,Control vs Periodate,Bio Rep1,Nuclear,GluTTC,171820
nuclear-Ath-GluTTC-171822,86.95479147,70.80380644,21.28312762,56.85709294,27409,Control vs Periodate,Bio Rep1,Nuclear,GluTTC,171822
nuclear-Ath-GluTTC-171826,84.17986952,68.08080808,25.0174703,59.28439235,10587,Control vs Periodate,Bio Rep1,Nuclear,GluTTC,171826
nuclear-Ath-GluTTC-183764,84.45736434,68.55862584,29.66194111,67.64137264,7806,Control vs Periodate,Bio Rep1,Nuclear,GluTTC,183764
nuclear-Ath-GlyCCC-171713,71.22607809,52.06502899,28.5399209,65.38819587,340259,Control vs Periodate,Bio Rep1,Nuclear,GlyCCC,171713
nuclear-Ath-GlyGCC-171688,80.1250795,60.17699115,22.39223429,57.28579899,25648,Control vs Periodate,Bio Rep1,Nuclear,GlyGCC,171688
nuclear-Ath-GlyGCC-171690,80.99094299,65.20467836,31.99275362,61.12500406,44591,Control vs Periodate,Bio Rep1,Nuclear,GlyGCC,171690
nuclear-Ath-GlyGCC-171691,80.41788102,60.43562352,28.7638486,61.18697651,886826,Control vs Periodate,Bio Rep1,Nuclear,GlyGCC,171691
nuclear-Ath-GlyGCC-171692,76.76943118,69.06359859,26.58591011,47.54400671,9102,Control vs Periodate,Bio Rep1,Nuclear,GlyGCC,171692
nuclear-Ath-GlyTCC-171720,75.70885628,47.81792811,20.52821972,75.40007575,226849,Control vs Periodate,Bio Rep1,Nuclear,GlyTCC,171720
nuclear-Ath-HisGTG-171768,72.53233012,46.04834731,55.45943908,66.03609189,107424,Control vs Periodate,Bio Rep1,Nuclear,HisGTG,171768
nuclear-Ath-HisGTG-171770,73.38308458,47.77167277,43.69747899,52.38026019,20185,Control vs Periodate,Bio Rep1,Nuclear,HisGTG,171770
nuclear-Ath-HisGTG-183747,71.8349359,46.91174483,44.96747878,58.36475156,26842,Control vs Periodate,Bio Rep1,Nuclear,HisGTG,183747
nuclear-Ath-HisGTG-183748,66.4442326,43.94668641,47.07366297,62.92890475,9268,Control vs Periodate,Bio Rep1,Nuclear,HisGTG,183748
nuclear-Ath-IleAAT-171735,71.30454578,46.68957026,50.02663137,77.63009427,418487,Control vs Periodate,Bio Rep1,Nuclear,IleAAT,171735
nuclear-Ath-IleAAT-171736,68.33983397,43.86546526,53.55782214,78.48442358,568755,Control vs Periodate,Bio Rep1,Nuclear,IleAAT,171736
nuclear-Ath-IleTAT-171721,76.82333874,53.75886525,30.43968433,67.87179098,9244,Control vs Periodate,Bio Rep1,Nuclear,IleTAT,171721
nuclear-Ath-IleTAT-171764,79.61286294,51.23390558,37.24529781,67.95599106,16738,Control vs Periodate,Bio Rep1,Nuclear,IleTAT,171764
nuclear-Ath-LeuAAG-171816,72.74226838,58.81464858,48.4708827,65.15009314,374768,Control vs Periodate,Bio Rep1,Nuclear,LeuAAG,171816
nuclear-Ath-LeuAAG-171817,72.46907367,57.9034639,48.42269643,65.04940139,380351,Control vs Periodate,Bio Rep1,Nuclear,LeuAAG,171817
nuclear-Ath-LeuCAA-171786,69.52785587,51.77131947,30.89167053,63.52804642,71147,Control vs Periodate,Bio Rep1,Nuclear,LeuCAA,171786
nuclear-Ath-LeuCAA-171787,72.79815189,57.99929053,32.54584412,64.5431105,51838,Control vs Periodate,Bio Rep1,Nuclear,LeuCAA,171787
nuclear-Ath-LeuCAA-171789,75.48518164,58.7250536,29.68658096,64.12319891,93304,Control vs Periodate,Bio Rep1,Nuclear,LeuCAA,171789
nuclear-Ath-LeuCAA-171790,76.37739418,59.39777017,29.26910855,61.82768674,71694,Control vs Periodate,Bio Rep1,Nuclear,LeuCAA,171790
nuclear-Ath-LeuCAA-183751,71.8459069,51.48221344,37.88634098,64.11347518,7835,Control vs Periodate,Bio Rep1,Nuclear,LeuCAA,183751
nuclear-Ath-LeuCAG-171781,69.95247493,54.88853219,37.18232533,60.91321018,150776,Control vs Periodate,Bio Rep1,Nuclear,LeuCAG,171781
nuclear-Ath-LeuTAA-171698,72.21146755,61.11532625,34.96402878,53.10721063,50224,Control vs Periodate,Bio Rep1,Nuclear,LeuTAA,171698
nuclear-Ath-LeuTAA-171699,72.3081474,59.31349016,34.82787111,54.10377878,54464,Control vs Periodate,Bio Rep1,Nuclear,LeuTAA,171699
nuclear-Ath-LeuTAA-171791,66.85136267,49.84866828,25.49443164,54.13340737,35239,Control vs Periodate,Bio Rep1,Nuclear,LeuTAA,171791
nuclear-Ath-LeuTAG-171673,69.11977438,47.84091271,45.70851565,79.49353026,304541,Control vs Periodate,Bio Rep1,Nuclear,LeuTAG,171673
nuclear-Ath-LeuTAG-171675,67.52142798,47.43763058,38.43970911,75.29694817,269539,Control vs Periodate,Bio Rep1,Nuclear,LeuTAG,171675
nuclear-Ath-LeuTAG-171685,67.53193679,47.52475248,40.97540493,76.24887728,234403,Control vs Periodate,Bio Rep1,Nuclear,LeuTAG,171685
nuclear-Ath-LysCTT-171703,81.07965226,66.66067577,24.60918471,56.38643935,48096,Control vs Periodate,Bio Rep1,Nuclear,LysCTT,171703
nuclear-Ath-LysCTT-171704,83.44796812,67.3402546,15.64908279,47.60005921,479197,Control vs Periodate,Bio Rep1,Nuclear,LysCTT,171704
nuclear-Ath-LysCTT-183733,53.8961039,69.49708455,57.80821918,44.50960566,5310,Control vs Periodate,Bio Rep1,Nuclear,LysCTT,183733
nuclear-Ath-LysTTT-171707,87.30870235,72.02377267,10.81912668,36.90809431,200634,Control vs Periodate,Bio Rep1,Nuclear,LysTTT,171707
nuclear-Ath-LysTTT-171712,85.92174748,70.10869565,12.57541577,40.72951208,29616,Control vs Periodate,Bio Rep1,Nuclear,LysTTT,171712
nuclear-Ath-LysTTT-183734,88.14607634,71.35913137,10.73147295,36.21159448,201464,Control vs Periodate,Bio Rep1,Nuclear,LysTTT,183734
nuclear-Ath-PheGAA-171718,65.06867211,50.54786561,33.40192848,63.52536882,528575,Control vs Periodate,Bio Rep1,Nuclear,PheGAA,171718
nuclear-Ath-ProAGG-171737,86.84480528,70.51192146,23.22419344,52.4798667,47203,Control vs Periodate,Bio Rep1,Nuclear,ProAGG,171737
nuclear-Ath-ProAGG-171738,86.86903729,73.49806202,22.64859788,51.68539326,11725,Control vs Periodate,Bio Rep1,Nuclear,ProAGG,171738
nuclear-Ath-ProAGG-171743,86.50274925,71.16170461,24.22765506,51.31678666,23277,Control vs Periodate,Bio Rep1,Nuclear,ProAGG,171743
nuclear-Ath-ProCGG-171760,87.35610843,65.12229071,29.63156519,71.36104784,32868,Control vs Periodate,Bio Rep1,Nuclear,ProCGG,171760
nuclear-Ath-ProCGG-171761,86.63880732,64.95923913,28.59965324,71.10325874,50271,Control vs Periodate,Bio Rep1,Nuclear,ProCGG,171761
nuclear-Ath-ProTGG-171741,86.5967366,67.28216965,23.58778626,65.66730503,30863,Control vs Periodate,Bio Rep1,Nuclear,ProTGG,171741
nuclear-Ath-ProTGG-171744,85.26719811,64.0461375,25.96923581,64.88956385,74134,Control vs Periodate,Bio Rep1,Nuclear,ProTGG,171744
nuclear-Ath-SerAGA-171812,66.62729659,49.97832683,75.5589056,89.17257239,73791,Control vs Periodate,Bio Rep1,Nuclear,SerAGA,171812
nuclear-Ath-SerAGA-171813,67.84918373,56.0137457,72.25537422,83.13959804,249550,Control vs Periodate,Bio Rep1,Nuclear,SerAGA,171813
nuclear-Ath-SerAGA-171814,49.32126697,46.94835681,73.96937574,75.40415704,1715,Control vs Periodate,Bio Rep1,Nuclear,SerAGA,171814
nuclear-Ath-SerAGA-171815,74.204947,55.97014925,67.76765376,74.95327103,1948,Control vs Periodate,Bio Rep1,Nuclear,SerAGA,171815
nuclear-Ath-SerAGA-183750,75.5489022,61.12664802,30.28110214,54.39970851,18164,Control vs Periodate,Bio Rep1,Nuclear,SerAGA,183750
nuclear-Ath-SerAGA-183759,62.77522572,54.85898469,74.43819087,82.04259999,59251,Control vs Periodate,Bio Rep1,Nuclear,SerAGA,183759
nuclear-Ath-SerAGA-183762,75.15822785,62.31527094,63.08411215,72.11059591,7535,Control vs Periodate,Bio Rep1,Nuclear,SerAGA,183762
nuclear-Ath-SerCGA-171782,62.9517566,44.85349361,42.58830342,71.96419168,19857,Control vs Periodate,Bio Rep1,Nuclear,SerCGA,171782
nuclear-Ath-SerCGA-171785,64.33281772,49.69664996,38.75953532,67.43406924,63396,Control vs Periodate,Bio Rep1,Nuclear,SerCGA,171785
nuclear-Ath-SerCGA-171794,64.95180954,49.79684707,36.76541815,64.26206656,41993,Control vs Periodate,Bio Rep1,Nuclear,SerCGA,171794
nuclear-Ath-SerGCT-171796,74.41560535,58.04403888,24.00147023,51.30409583,18514,Control vs Periodate,Bio Rep1,Nuclear,SerGCT,171796
nuclear-Ath-SerGCT-171797,75.81582896,57.47371005,19.46227626,54.81622541,67329,Control vs Periodate,Bio Rep1,Nuclear,SerGCT,171797
nuclear-Ath-SerGCT-171798,74.85424269,61.99315849,22.34960753,45.75570895,71122,Control vs Periodate,Bio Rep1,Nuclear,SerGCT,171798
nuclear-Ath-SerGCT-171800,77.13004484,67.48750892,24.59847844,46.37320574,11140,Control vs Periodate,Bio Rep1,Nuclear,SerGCT,171800
nuclear-Ath-SerGCT-183728,79.26482535,69.08344733,23.29023212,49.64408726,10774,Control vs Periodate,Bio Rep1,Nuclear,SerGCT,183728
nuclear-Ath-SerGCT-183752,73.48274994,60.12332991,25.31502727,53.87896982,11646,Control vs Periodate,Bio Rep1,Nuclear,SerGCT,183752
nuclear-Ath-SerTGA-171783,57.12139101,43.91504018,34.56243854,63.17514005,23699,Control vs Periodate,Bio Rep1,Nuclear,SerTGA,171783
nuclear-Ath-SerTGA-171784,58.91126025,44.78431373,37.53348084,66.60555265,12405,Control vs Periodate,Bio Rep1,Nuclear,SerTGA,171784
nuclear-Ath-SerTGA-171792,55.3234638,41.94326404,42.9590499,69.03627312,54054,Control vs Periodate,Bio Rep1,Nuclear,SerTGA,171792
nuclear-Ath-SerTGA-171793,62.33518058,46.60087719,37.47162146,66.14699332,13757,Control vs Periodate,Bio Rep1,Nuclear,SerTGA,171793
nuclear-Ath-ThrAGT-171722,65.21827001,52.42742743,36.50712178,69.10946197,28522,Control vs Periodate,Bio Rep1,Nuclear,ThrAGT,171722
nuclear-Ath-ThrAGT-171723,74.02968037,57.2173913,22.70174876,62.40506966,44815,Control vs Periodate,Bio Rep1,Nuclear,ThrAGT,171723
nuclear-Ath-ThrAGT-171731,74.88374608,55.94416091,22.71625575,68.57398934,45129,Control vs Periodate,Bio Rep1,Nuclear,ThrAGT,171731
nuclear-Ath-ThrCGT-171709,79.745814,53.57524013,14.16237878,36.9872226,65703,Control vs Periodate,Bio Rep1,Nuclear,ThrCGT,171709
nuclear-Ath-ThrCGT-171710,79.61156278,52.53232483,14.73136915,36.43569503,56748,Control vs Periodate,Bio Rep1,Nuclear,ThrCGT,171710
nuclear-Ath-ThrCGT-171711,77.07249393,52.49695493,15.25573192,37.25640046,6019,Control vs Periodate,Bio Rep1,Nuclear,ThrCGT,171711
nuclear-Ath-ThrTGT-171700,69.14947617,55.93905292,33.149202,58.49424568,304365,Control vs Periodate,Bio Rep1,Nuclear,ThrTGT,171700
nuclear-Ath-ThrTGT-171705,68.42675006,52.34952067,39.53014765,64.91315136,45633,Control vs Periodate,Bio Rep1,Nuclear,ThrTGT,171705
nuclear-Ath-ThrTGT-183732,65.2173913,52.91586998,39.78181818,60.25835866,8014,Control vs Periodate,Bio Rep1,Nuclear,ThrTGT,183732
nuclear-Ath-TrpCCA-171732,66.89875063,38.93894064,50.86068327,83.44638958,2271806,Control vs Periodate,Bio Rep1,Nuclear,TrpCCA,171732
nuclear-Ath-TrpCCA-171734,66.34184642,39.59798503,51.49857005,83.01210532,2022604,Control vs Periodate,Bio Rep1,Nuclear,TrpCCA,171734
nuclear-Ath-TrpCCA-183740,67.24137931,46.85534591,58.57142857,77.34504868,4491,Control vs Periodate,Bio Rep1,Nuclear,TrpCCA,183740
nuclear-Ath-TyrGTA-171663,87.44291361,72.26501426,19.03908694,54.45076898,478488,Control vs Periodate,Bio Rep1,Nuclear,TyrGTA,171663
nuclear-Ath-TyrGTA-183719,89.13954238,74.30146067,16.51869787,48.95939885,65704,Control vs Periodate,Bio Rep1,Nuclear,TyrGTA,183719
nuclear-Ath-ValAAC-171779,66.80950468,42.76666272,62.01958668,88.6442159,325727,Control vs Periodate,Bio Rep1,Nuclear,ValAAC,171779
nuclear-Ath-ValCAC-171807,63.76811594,44.51406294,53.49834579,75.86936801,46085,Control vs Periodate,Bio Rep1,Nuclear,ValCAC,171807
nuclear-Ath-ValCAC-183758,63.07580704,45.33173735,53.86160154,72.41119026,33148,Control vs Periodate,Bio Rep1,Nuclear,ValCAC,183758
nuclear-Ath-ValTAC-171767,71.4904269,49.91197887,64.31979659,82.39015867,266211,Control vs Periodate,Bio Rep1,Nuclear,ValTAC,171767
nuclear-Ath-ValTAC-183729,61.36363636,51.65945166,62.74569096,77.7027027,6415,Control vs Periodate,Bio Rep1,Nuclear,ValTAC,183729
